gap,dtheta_deg,r_mm,d_ball_mm,rpm,overlap_deg,t_overlap_us,t_need_us,spacing_deg,A1_fits,A1_margin_us,A2_nocross,A2_margin_deg,A3_envelope,A4_strike,eta_real,viable
SG3b,4,387,12,4500,2.073,76.77,4.30,1.05,True,72.5,False,-1.02,True,True,0.7048,False
SG3b,4,387,12,6000,2.073,57.58,4.30,1.05,True,53.3,False,-1.02,True,True,0.7056,False
SG3b,4,387,16,3000,2.665,148.05,4.30,1.05,True,143.8,False,-1.61,True,True,0.7022,False
SG3b,4,387,16,4500,2.665,98.70,4.30,1.05,True,94.4,False,-1.61,True,True,0.7040,False
SG3b,4,387,16,6000,2.665,74.03,4.30,1.05,True,69.7,False,-1.61,True,True,0.7049,False
SG3b,4,387,20,3000,3.257,180.95,4.30,1.05,True,176.7,False,-2.21,True,True,0.7009,False
SG3b,4,387,20,4500,3.257,120.63,4.30,1.05,True,116.3,False,-2.21,True,True,0.7032,False
SG3b,4,387,20,6000,3.257,90.48,4.30,1.05,True,86.2,False,-2.21,True,True,0.7043,False
SG3b,4,450,4,3000,0.764,42.44,4.30,1.05,True,38.1,True,0.29,True,True,0.7061,True
SG3b,4,450,4,4500,0.764,28.29,4.30,1.05,True,24.0,True,0.29,True,True,0.7067,True
SG3b,4,450,4,6000,0.764,21.22,4.30,1.05,True,16.9,True,0.29,True,True,0.7069,True
SG3b,4,450,8,3000,1.273,70.74,4.30,1.05,True,66.4,False,-0.22,True,True,0.7051,False
SG3b,4,450,8,4500,1.273,47.16,4.30,1.05,True,42.9,False,-0.22,True,True,0.7060,False
SG3b,4,450,8,6000,1.273,35.37,4.30,1.05,True,31.1,False,-0.22,True,True,0.7064,False
SG3b,4,450,12,3000,1.783,99.03,4.30,1.05,True,94.7,False,-0.73,True,True,0.7040,False
SG3b,4,450,12,4500,1.783,66.02,4.30,1.05,True,61.7,False,-0.73,True,True,0.7052,False
SG3b,4,450,12,6000,1.783,49.51,4.30,1.05,True,45.2,False,-0.73,True,True,0.7059,False
SG3b,4,450,16,3000,2.292,127.32,4.30,1.05,True,123.0,False,-1.24,True,True,0.7029,False
SG3b,4,450,16,4500,2.292,84.88,4.30,1.05,True,80.6,False,-1.24,True,True,0.7045,False
SG3b,4,450,16,6000,2.292,63.66,4.30,1.05,True,59.4,False,-1.24,True,True,0.7053,False
SG3b,4,450,20,3000,2.801,155.62,4.30,1.05,True,151.3,False,-1.75,True,True,0.7019,False
SG3b,4,450,20,4500,2.801,103.75,4.30,1.05,True,99.4,False,-1.75,True,True,0.7038,False
SG3b,4,450,20,6000,2.801,77.81,4.30,1.05,True,73.5,False,-1.75,True,True,0.7048,False
SG3b,4,491,4,3000,0.700,38.90,4.30,1.05,True,34.6,True,0.35,True,True,0.7063,True
SG3b,4,491,4,4500,0.700,25.93,4.30,1.05,True,21.6,True,0.35,True,True,0.7068,True
SG3b,4,491,4,6000,0.700,19.45,4.30,1.05,True,15.1,True,0.35,True,True,0.7070,True
SG3b,4,491,8,3000,1.167,64.83,4.30,1.05,True,60.5,False,-0.12,True,True,0.7053,False
SG3b,4,491,8,4500,1.167,43.22,4.30,1.05,True,38.9,False,-0.12,True,True,0.7061,False
SG3b,4,491,8,6000,1.167,32.41,4.30,1.05,True,28.1,False,-0.12,True,True,0.7065,False
SG3b,4,491,12,3000,1.634,90.76,4.30,1.05,True,86.5,False,-0.58,True,True,0.7043,False
SG3b,4,491,12,4500,1.634,60.51,4.30,1.05,True,56.2,False,-0.58,True,True,0.7055,False
SG3b,4,491,12,6000,1.634,45.38,4.30,1.05,True,41.1,False,-0.58,True,True,0.7060,False
SG3b,4,491,16,3000,2.100,116.69,4.30,1.05,True,112.4,False,-1.05,True,True,0.7033,False
SG3b,4,491,16,4500,2.100,77.79,4.30,1.05,True,73.5,False,-1.05,True,True,0.7048,False
SG3b,4,491,16,6000,2.100,58.35,4.30,1.05,True,54.0,False,-1.05,True,True,0.7055,False
SG3b,4,491,20,3000,2.567,142.62,4.30,1.05,True,138.3,False,-1.52,True,True,0.7024,False
SG3b,4,491,20,4500,2.567,95.08,4.30,1.05,True,90.8,False,-1.52,True,True,0.7042,False
SG3b,4,491,20,6000,2.567,71.31,4.30,1.05,True,67.0,False,-1.52,True,True,0.7050,False
SG3b,6,250,4,3000,1.375,76.39,4.30,3.05,True,72.1,True,1.67,True,True,0.7049,True
SG3b,6,250,4,4500,1.375,50.93,4.30,3.05,True,46.6,True,1.67,True,True,0.7058,True
SG3b,6,250,4,6000,1.375,38.20,4.30,3.05,True,33.9,True,1.67,True,True,0.7063,True
SG3b,6,250,8,3000,2.292,127.32,4.30,3.05,True,123.0,True,0.76,True,True,0.7029,True
SG3b,6,250,8,4500,2.292,84.88,4.30,3.05,True,80.6,True,0.76,True,True,0.7045,True
SG3b,6,250,8,6000,2.292,63.66,4.30,3.05,True,59.4,True,0.76,True,True,0.7053,True
SG3b,6,250,12,3000,3.209,178.25,4.30,3.05,True,174.0,False,-0.16,True,True,0.7010,False
SG3b,6,250,12,4500,3.209,118.84,4.30,3.05,True,114.5,False,-0.16,True,True,0.7033,False
SG3b,6,250,12,6000,3.209,89.13,4.30,3.05,True,84.8,False,-0.16,True,True,0.7044,False
SG3b,6,250,16,3000,4.125,229.18,4.30,3.05,True,224.9,False,-1.08,True,True,0.6991,False
SG3b,6,250,16,4500,4.125,152.79,4.30,3.05,True,148.5,False,-1.08,True,True,0.7020,False
SG3b,6,250,16,6000,4.125,114.59,4.30,3.05,True,110.3,False,-1.08,True,True,0.7034,False
SG3b,6,250,20,3000,5.042,280.11,4.30,3.05,True,275.8,False,-1.99,True,True,0.6972,False
SG3b,6,250,20,4500,5.042,186.74,4.30,3.05,True,182.4,False,-1.99,True,True,0.7007,False
SG3b,6,250,20,6000,5.042,140.06,4.30,3.05,True,135.8,False,-1.99,True,True,0.7025,False
SG3b,6,300,4,3000,1.146,63.66,4.30,3.05,True,59.4,True,1.90,True,True,0.7053,True
SG3b,6,300,4,4500,1.146,42.44,4.30,3.05,True,38.1,True,1.90,True,True,0.7061,True
SG3b,6,300,4,6000,1.146,31.83,4.30,3.05,True,27.5,True,1.90,True,True,0.7065,True
SG3b,6,300,8,3000,1.910,106.10,4.30,3.05,True,101.8,True,1.14,True,True,0.7037,True
SG3b,6,300,8,4500,1.910,70.74,4.30,3.05,True,66.4,True,1.14,True,True,0.7051,True
SG3b,6,300,8,6000,1.910,53.05,4.30,3.05,True,48.8,True,1.14,True,True,0.7057,True
SG3b,6,300,12,3000,2.674,148.54,4.30,3.05,True,144.2,True,0.38,True,True,0.7021,True
SG3b,6,300,12,4500,2.674,99.03,4.30,3.05,True,94.7,True,0.38,True,True,0.7040,True
SG3b,6,300,12,6000,2.674,74.27,4.30,3.05,True,70.0,True,0.38,True,True,0.7049,True
SG3b,6,300,16,3000,3.438,190.99,4.30,3.05,True,186.7,False,-0.39,True,True,0.7005,False
SG3b,6,300,16,4500,3.438,127.32,4.30,3.05,True,123.0,False,-0.39,True,True,0.7029,False
SG3b,6,300,16,6000,3.438,95.49,4.30,3.05,True,91.2,False,-0.39,True,True,0.7041,False
SG3b,6,300,20,3000,4.202,233.43,4.30,3.05,True,229.1,False,-1.15,True,True,0.6989,False
SG3b,6,300,20,4500,4.202,155.62,4.30,3.05,True,151.3,False,-1.15,True,True,0.7019,False
SG3b,6,300,20,6000,4.202,116.71,4.30,3.05,True,112.4,False,-1.15,True,True,0.7033,False
SG3b,6,350,4,3000,0.982,54.57,4.30,3.05,True,50.3,True,2.07,True,True,0.7057,True
SG3b,6,350,4,4500,0.982,36.38,4.30,3.05,True,32.1,True,2.07,True,True,0.7064,True
SG3b,6,350,4,6000,0.982,27.28,4.30,3.05,True,23.0,True,2.07,True,True,0.7067,True
SG3b,6,350,8,3000,1.637,90.95,4.30,3.05,True,86.6,True,1.41,True,True,0.7043,True
SG3b,6,350,8,4500,1.637,60.63,4.30,3.05,True,56.3,True,1.41,True,True,0.7054,True
SG3b,6,350,8,6000,1.637,45.47,4.30,3.05,True,41.2,True,1.41,True,True,0.7060,True
SG3b,6,350,12,3000,2.292,127.32,4.30,3.05,True,123.0,True,0.76,True,True,0.7029,True
SG3b,6,350,12,4500,2.292,84.88,4.30,3.05,True,80.6,True,0.76,True,True,0.7045,True
SG3b,6,350,12,6000,2.292,63.66,4.30,3.05,True,59.4,True,0.76,True,True,0.7053,True
SG3b,6,350,16,3000,2.947,163.70,4.30,3.05,True,159.4,True,0.10,True,True,0.7016,True
SG3b,6,350,16,4500,2.947,109.13,4.30,3.05,True,104.8,True,0.10,True,True,0.7036,True
SG3b,6,350,16,6000,2.947,81.85,4.30,3.05,True,77.6,True,0.10,True,True,0.7047,True
SG3b,6,350,20,3000,3.601,200.08,4.30,3.05,True,195.8,False,-0.55,True,True,0.7002,False
SG3b,6,350,20,4500,3.601,133.39,4.30,3.05,True,129.1,False,-0.55,True,True,0.7027,False
SG3b,6,350,20,6000,3.601,100.04,4.30,3.05,True,95.7,False,-0.55,True,True,0.7040,False
SG3b,6,387,4,3000,0.888,49.35,4.30,3.05,True,45.1,True,2.16,True,True,0.7059,True
SG3b,6,387,4,4500,0.888,32.90,4.30,3.05,True,28.6,True,2.16,True,True,0.7065,True
SG3b,6,387,4,6000,0.888,24.68,4.30,3.05,True,20.4,True,2.16,True,True,0.7068,True
SG3b,6,387,8,3000,1.481,82.25,4.30,3.05,True,78.0,True,1.57,True,True,0.7046,True
SG3b,6,387,8,4500,1.481,54.83,4.30,3.05,True,50.5,True,1.57,True,True,0.7057,True
SG3b,6,387,8,6000,1.481,41.13,4.30,3.05,True,36.8,True,1.57,True,True,0.7062,True
SG3b,6,387,12,3000,2.073,115.15,4.30,3.05,True,110.9,True,0.98,True,True,0.7034,True
SG3b,6,387,12,4500,2.073,76.77,4.30,3.05,True,72.5,True,0.98,True,True,0.7048,True
SG3b,6,387,12,6000,2.073,57.58,4.30,3.05,True,53.3,True,0.98,True,True,0.7056,True
SG3b,6,387,16,3000,2.665,148.05,4.30,3.05,True,143.8,True,0.39,True,True,0.7022,True
SG3b,6,387,16,4500,2.665,98.70,4.30,3.05,True,94.4,True,0.39,True,True,0.7040,True
SG3b,6,387,16,6000,2.665,74.03,4.30,3.05,True,69.7,True,0.39,True,True,0.7049,True
SG3b,6,387,20,3000,3.257,180.95,4.30,3.05,True,176.7,False,-0.21,True,True,0.7009,False
SG3b,6,387,20,4500,3.257,120.63,4.30,3.05,True,116.3,False,-0.21,True,True,0.7032,False
SG3b,6,387,20,6000,3.257,90.48,4.30,3.05,True,86.2,False,-0.21,True,True,0.7043,False
SG3b,6,450,4,3000,0.764,42.44,4.30,3.05,True,38.1,True,2.29,True,True,0.7061,True
SG3b,6,450,4,4500,0.764,28.29,4.30,3.05,True,24.0,True,2.29,True,True,0.7067,True
SG3b,6,450,4,6000,0.764,21.22,4.30,3.05,True,16.9,True,2.29,True,True,0.7069,True
SG3b,6,450,8,3000,1.273,70.74,4.30,3.05,True,66.4,True,1.78,True,True,0.7051,True
SG3b,6,450,8,4500,1.273,47.16,4.30,3.05,True,42.9,True,1.78,True,True,0.7060,True
SG3b,6,450,8,6000,1.273,35.37,4.30,3.05,True,31.1,True,1.78,True,True,0.7064,True
SG3b,6,450,12,3000,1.783,99.03,4.30,3.05,True,94.7,True,1.27,True,True,0.7040,True
SG3b,6,450,12,4500,1.783,66.02,4.30,3.05,True,61.7,True,1.27,True,True,0.7052,True
SG3b,6,450,12,6000,1.783,49.51,4.30,3.05,True,45.2,True,1.27,True,True,0.7059,True
SG3b,6,450,16,3000,2.292,127.32,4.30,3.05,True,123.0,True,0.76,True,True,0.7029,True
SG3b,6,450,16,4500,2.292,84.88,4.30,3.05,True,80.6,True,0.76,True,True,0.7045,True
SG3b,6,450,16,6000,2.292,63.66,4.30,3.05,True,59.4,True,0.76,True,True,0.7053,True
SG3b,6,450,20,3000,2.801,155.62,4.30,3.05,True,151.3,True,0.25,True,True,0.7019,True
SG3b,6,450,20,4500,2.801,103.75,4.30,3.05,True,99.4,True,0.25,True,True,0.7038,True
SG3b,6,450,20,6000,2.801,77.81,4.30,3.05,True,73.5,True,0.25,True,True,0.7048,True
SG3b,6,491,4,3000,0.700,38.90,4.30,3.05,True,34.6,True,2.35,True,True,0.7063,True
SG3b,6,491,4,4500,0.700,25.93,4.30,3.05,True,21.6,True,2.35,True,True,0.7068,True
SG3b,6,491,4,6000,0.700,19.45,4.30,3.05,True,15.1,True,2.35,True,True,0.7070,True
SG3b,6,491,8,3000,1.167,64.83,4.30,3.05,True,60.5,True,1.88,True,True,0.7053,True
SG3b,6,491,8,4500,1.167,43.22,4.30,3.05,True,38.9,True,1.88,True,True,0.7061,True
SG3b,6,491,8,6000,1.167,32.41,4.30,3.05,True,28.1,True,1.88,True,True,0.7065,True
SG3b,6,491,12,3000,1.634,90.76,4.30,3.05,True,86.5,True,1.42,True,True,0.7043,True
SG3b,6,491,12,4500,1.634,60.51,4.30,3.05,True,56.2,True,1.42,True,True,0.7055,True
SG3b,6,491,12,6000,1.634,45.38,4.30,3.05,True,41.1,True,1.42,True,True,0.7060,True
SG3b,6,491,16,3000,2.100,116.69,4.30,3.05,True,112.4,True,0.95,True,True,0.7033,True
SG3b,6,491,16,4500,2.100,77.79,4.30,3.05,True,73.5,True,0.95,True,True,0.7048,True
SG3b,6,491,16,6000,2.100,58.35,4.30,3.05,True,54.0,True,0.95,True,True,0.7055,True
SG3b,6,491,20,3000,2.567,142.62,4.30,3.05,True,138.3,True,0.48,True,True,0.7024,True
SG3b,6,491,20,4500,2.567,95.08,4.30,3.05,True,90.8,True,0.48,True,True,0.7042,True
SG3b,6,491,20,6000,2.567,71.31,4.30,3.05,True,67.0,True,0.48,True,True,0.7050,True
SG4b,-6,250,4,3000,1.375,76.39,4.30,2.85,True,72.1,True,1.47,True,True,0.7049,True
SG4b,-6,250,4,4500,1.375,50.93,4.30,2.85,True,46.6,True,1.47,True,True,0.7058,True
SG4b,-6,250,4,6000,1.375,38.20,4.30,2.85,True,33.9,True,1.47,True,True,0.7063,True
SG4b,-6,250,8,3000,2.292,127.32,4.30,2.85,True,123.0,True,0.56,True,True,0.7029,True
SG4b,-6,250,8,4500,2.292,84.88,4.30,2.85,True,80.6,True,0.56,True,True,0.7045,True
SG4b,-6,250,8,6000,2.292,63.66,4.30,2.85,True,59.4,True,0.56,True,True,0.7053,True
SG4b,-6,250,12,3000,3.209,178.25,4.30,2.85,True,174.0,False,-0.36,True,True,0.7010,False
SG4b,-6,250,12,4500,3.209,118.84,4.30,2.85,True,114.5,False,-0.36,True,True,0.7033,False
SG4b,-6,250,12,6000,3.209,89.13,4.30,2.85,True,84.8,False,-0.36,True,True,0.7044,False
SG4b,-6,250,16,3000,4.125,229.18,4.30,2.85,True,224.9,False,-1.28,True,True,0.6991,False
SG4b,-6,250,16,4500,4.125,152.79,4.30,2.85,True,148.5,False,-1.28,True,True,0.7020,False
SG4b,-6,250,16,6000,4.125,114.59,4.30,2.85,True,110.3,False,-1.28,True,True,0.7034,False
SG4b,-6,250,20,3000,5.042,280.11,4.30,2.85,True,275.8,False,-2.19,True,True,0.6972,False
SG4b,-6,250,20,4500,5.042,186.74,4.30,2.85,True,182.4,False,-2.19,True,True,0.7007,False
SG4b,-6,250,20,6000,5.042,140.06,4.30,2.85,True,135.8,False,-2.19,True,True,0.7025,False
SG4b,-6,300,4,3000,1.146,63.66,4.30,2.85,True,59.4,True,1.70,True,True,0.7053,True
SG4b,-6,300,4,4500,1.146,42.44,4.30,2.85,True,38.1,True,1.70,True,True,0.7061,True
SG4b,-6,300,4,6000,1.146,31.83,4.30,2.85,True,27.5,True,1.70,True,True,0.7065,True
SG4b,-6,300,8,3000,1.910,106.10,4.30,2.85,True,101.8,True,0.94,True,True,0.7037,True
SG4b,-6,300,8,4500,1.910,70.74,4.30,2.85,True,66.4,True,0.94,True,True,0.7051,True
SG4b,-6,300,8,6000,1.910,53.05,4.30,2.85,True,48.8,True,0.94,True,True,0.7057,True
SG4b,-6,300,12,3000,2.674,148.54,4.30,2.85,True,144.2,True,0.18,True,True,0.7021,True
SG4b,-6,300,12,4500,2.674,99.03,4.30,2.85,True,94.7,True,0.18,True,True,0.7040,True
SG4b,-6,300,12,6000,2.674,74.27,4.30,2.85,True,70.0,True,0.18,True,True,0.7049,True
SG4b,-6,300,16,3000,3.438,190.99,4.30,2.85,True,186.7,False,-0.59,True,True,0.7005,False
SG4b,-6,300,16,4500,3.438,127.32,4.30,2.85,True,123.0,False,-0.59,True,True,0.7029,False
SG4b,-6,300,16,6000,3.438,95.49,4.30,2.85,True,91.2,False,-0.59,True,True,0.7041,False
SG4b,-6,300,20,3000,4.202,233.43,4.30,2.85,True,229.1,False,-1.35,True,True,0.6989,False
SG4b,-6,300,20,4500,4.202,155.62,4.30,2.85,True,151.3,False,-1.35,True,True,0.7019,False
SG4b,-6,300,20,6000,4.202,116.71,4.30,2.85,True,112.4,False,-1.35,True,True,0.7033,False
SG4b,-6,350,4,3000,0.982,54.57,4.30,2.85,True,50.3,True,1.87,True,True,0.7057,True
SG4b,-6,350,4,4500,0.982,36.38,4.30,2.85,True,32.1,True,1.87,True,True,0.7064,True
SG4b,-6,350,4,6000,0.982,27.28,4.30,2.85,True,23.0,True,1.87,True,True,0.7067,True
SG4b,-6,350,8,3000,1.637,90.95,4.30,2.85,True,86.6,True,1.21,True,True,0.7043,True
SG4b,-6,350,8,4500,1.637,60.63,4.30,2.85,True,56.3,True,1.21,True,True,0.7054,True
SG4b,-6,350,8,6000,1.637,45.47,4.30,2.85,True,41.2,True,1.21,True,True,0.7060,True
SG4b,-6,350,12,3000,2.292,127.32,4.30,2.85,True,123.0,True,0.56,True,True,0.7029,True
SG4b,-6,350,12,4500,2.292,84.88,4.30,2.85,True,80.6,True,0.56,True,True,0.7045,True
SG4b,-6,350,12,6000,2.292,63.66,4.30,2.85,True,59.4,True,0.56,True,True,0.7053,True
SG4b,-6,350,16,3000,2.947,163.70,4.30,2.85,True,159.4,False,-0.10,True,True,0.7016,False
SG4b,-6,350,16,4500,2.947,109.13,4.30,2.85,True,104.8,False,-0.10,True,True,0.7036,False
SG4b,-6,350,16,6000,2.947,81.85,4.30,2.85,True,77.6,False,-0.10,True,True,0.7047,False
SG4b,-6,350,20,3000,3.601,200.08,4.30,2.85,True,195.8,False,-0.75,True,True,0.7002,False
SG4b,-6,350,20,4500,3.601,133.39,4.30,2.85,True,129.1,False,-0.75,True,True,0.7027,False
SG4b,-6,350,20,6000,3.601,100.04,4.30,2.85,True,95.7,False,-0.75,True,True,0.7040,False
SG4b,-6,387,4,3000,0.888,49.35,4.30,2.85,True,45.1,True,1.96,True,True,0.7059,True
SG4b,-6,387,4,4500,0.888,32.90,4.30,2.85,True,28.6,True,1.96,True,True,0.7065,True
SG4b,-6,387,4,6000,0.888,24.68,4.30,2.85,True,20.4,True,1.96,True,True,0.7068,True
SG4b,-6,387,8,3000,1.481,82.25,4.30,2.85,True,78.0,True,1.37,True,True,0.7046,True
SG4b,-6,387,8,4500,1.481,54.83,4.30,2.85,True,50.5,True,1.37,True,True,0.7057,True
SG4b,-6,387,8,6000,1.481,41.13,4.30,2.85,True,36.8,True,1.37,True,True,0.7062,True
SG4b,-6,387,12,3000,2.073,115.15,4.30,2.85,True,110.9,True,0.78,True,True,0.7034,True
SG4b,-6,387,12,4500,2.073,76.77,4.30,2.85,True,72.5,True,0.78,True,True,0.7048,True
SG4b,-6,387,12,6000,2.073,57.58,4.30,2.85,True,53.3,True,0.78,True,True,0.7056,True
SG4b,-6,387,16,3000,2.665,148.05,4.30,2.85,True,143.8,True,0.19,True,True,0.7022,True
SG4b,-6,387,16,4500,2.665,98.70,4.30,2.85,True,94.4,True,0.19,True,True,0.7040,True
SG4b,-6,387,16,6000,2.665,74.03,4.30,2.85,True,69.7,True,0.19,True,True,0.7049,True
SG4b,-6,387,20,3000,3.257,180.95,4.30,2.85,True,176.7,False,-0.41,True,True,0.7009,False
SG4b,-6,387,20,4500,3.257,120.63,4.30,2.85,True,116.3,False,-0.41,True,True,0.7032,False
SG4b,-6,387,20,6000,3.257,90.48,4.30,2.85,True,86.2,False,-0.41,True,True,0.7043,False
SG4b,-6,450,4,3000,0.764,42.44,4.30,2.85,True,38.1,True,2.09,True,True,0.7061,True
SG4b,-6,450,4,4500,0.764,28.29,4.30,2.85,True,24.0,True,2.09,True,True,0.7067,True
SG4b,-6,450,4,6000,0.764,21.22,4.30,2.85,True,16.9,True,2.09,True,True,0.7069,True
SG4b,-6,450,8,3000,1.273,70.74,4.30,2.85,True,66.4,True,1.58,True,True,0.7051,True
SG4b,-6,450,8,4500,1.273,47.16,4.30,2.85,True,42.9,True,1.58,True,True,0.7060,True
SG4b,-6,450,8,6000,1.273,35.37,4.30,2.85,True,31.1,True,1.58,True,True,0.7064,True
SG4b,-6,450,12,3000,1.783,99.03,4.30,2.85,True,94.7,True,1.07,True,True,0.7040,True
SG4b,-6,450,12,4500,1.783,66.02,4.30,2.85,True,61.7,True,1.07,True,True,0.7052,True
SG4b,-6,450,12,6000,1.783,49.51,4.30,2.85,True,45.2,True,1.07,True,True,0.7059,True
SG4b,-6,450,16,3000,2.292,127.32,4.30,2.85,True,123.0,True,0.56,True,True,0.7029,True
SG4b,-6,450,16,4500,2.292,84.88,4.30,2.85,True,80.6,True,0.56,True,True,0.7045,True
SG4b,-6,450,16,6000,2.292,63.66,4.30,2.85,True,59.4,True,0.56,True,True,0.7053,True
SG4b,-6,450,20,3000,2.801,155.62,4.30,2.85,True,151.3,True,0.05,True,True,0.7019,True
SG4b,-6,450,20,4500,2.801,103.75,4.30,2.85,True,99.4,True,0.05,True,True,0.7038,True
SG4b,-6,450,20,6000,2.801,77.81,4.30,2.85,True,73.5,True,0.05,True,True,0.7048,True
SG4b,-6,491,4,3000,0.700,38.90,4.30,2.85,True,34.6,True,2.15,True,True,0.7063,True
SG4b,-6,491,4,4500,0.700,25.93,4.30,2.85,True,21.6,True,2.15,True,True,0.7068,True
SG4b,-6,491,4,6000,0.700,19.45,4.30,2.85,True,15.1,True,2.15,True,True,0.7070,True
SG4b,-6,491,8,3000,1.167,64.83,4.30,2.85,True,60.5,True,1.68,True,True,0.7053,True
SG4b,-6,491,8,4500,1.167,43.22,4.30,2.85,True,38.9,True,1.68,True,True,0.7061,True
SG4b,-6,491,8,6000,1.167,32.41,4.30,2.85,True,28.1,True,1.68,True,True,0.7065,True
SG4b,-6,491,12,3000,1.634,90.76,4.30,2.85,True,86.5,True,1.22,True,True,0.7043,True
SG4b,-6,491,12,4500,1.634,60.51,4.30,2.85,True,56.2,True,1.22,True,True,0.7055,True
SG4b,-6,491,12,6000,1.634,45.38,4.30,2.85,True,41.1,True,1.22,True,True,0.7060,True
SG4b,-6,491,16,3000,2.100,116.69,4.30,2.85,True,112.4,True,0.75,True,True,0.7033,True
SG4b,-6,491,16,4500,2.100,77.79,4.30,2.85,True,73.5,True,0.75,True,True,0.7048,True
SG4b,-6,491,16,6000,2.100,58.35,4.30,2.85,True,54.0,True,0.75,True,True,0.7055,True
SG4b,-6,491,20,3000,2.567,142.62,4.30,2.85,True,138.3,True,0.28,True,True,0.7024,True
SG4b,-6,491,20,4500,2.567,95.08,4.30,2.85,True,90.8,True,0.28,True,True,0.7042,True
SG4b,-6,491,20,6000,2.567,71.31,4.30,2.85,True,67.0,True,0.28,True,True,0.7050,True
SG4b,-4,250,4,3000,1.375,76.39,4.30,4.85,True,72.1,True,3.47,True,True,0.7049,True
SG4b,-4,250,4,4500,1.375,50.93,4.30,4.85,True,46.6,True,3.47,True,True,0.7058,True
SG4b,-4,250,4,6000,1.375,38.20,4.30,4.85,True,33.9,True,3.47,True,True,0.7063,True
SG4b,-4,250,8,3000,2.292,127.32,4.30,4.85,True,123.0,True,2.56,True,True,0.7029,True
SG4b,-4,250,8,4500,2.292,84.88,4.30,4.85,True,80.6,True,2.56,True,True,0.7045,True
SG4b,-4,250,8,6000,2.292,63.66,4.30,4.85,True,59.4,True,2.56,True,True,0.7053,True
SG4b,-4,250,12,3000,3.209,178.25,4.30,4.85,True,174.0,True,1.64,True,True,0.7010,True
SG4b,-4,250,12,4500,3.209,118.84,4.30,4.85,True,114.5,True,1.64,True,True,0.7033,True
SG4b,-4,250,12,6000,3.209,89.13,4.30,4.85,True,84.8,True,1.64,True,True,0.7044,True
SG4b,-4,250,16,3000,4.125,229.18,4.30,4.85,True,224.9,True,0.72,True,True,0.6991,True
SG4b,-4,250,16,4500,4.125,152.79,4.30,4.85,True,148.5,True,0.72,True,True,0.7020,True
SG4b,-4,250,16,6000,4.125,114.59,4.30,4.85,True,110.3,True,0.72,True,True,0.7034,True
SG4b,-4,250,20,3000,5.042,280.11,4.30,4.85,True,275.8,False,-0.19,True,True,0.6972,False
SG4b,-4,250,20,4500,5.042,186.74,4.30,4.85,True,182.4,False,-0.19,True,True,0.7007,False
SG4b,-4,250,20,6000,5.042,140.06,4.30,4.85,True,135.8,False,-0.19,True,True,0.7025,False
SG4b,-4,300,4,3000,1.146,63.66,4.30,4.85,True,59.4,True,3.70,True,True,0.7053,True
SG4b,-4,300,4,4500,1.146,42.44,4.30,4.85,True,38.1,True,3.70,True,True,0.7061,True
SG4b,-4,300,4,6000,1.146,31.83,4.30,4.85,True,27.5,True,3.70,True,True,0.7065,True
SG4b,-4,300,8,3000,1.910,106.10,4.30,4.85,True,101.8,True,2.94,True,True,0.7037,True
SG4b,-4,300,8,4500,1.910,70.74,4.30,4.85,True,66.4,True,2.94,True,True,0.7051,True
SG4b,-4,300,8,6000,1.910,53.05,4.30,4.85,True,48.8,True,2.94,True,True,0.7057,True
SG4b,-4,300,12,3000,2.674,148.54,4.30,4.85,True,144.2,True,2.18,True,True,0.7021,True
SG4b,-4,300,12,4500,2.674,99.03,4.30,4.85,True,94.7,True,2.18,True,True,0.7040,True
SG4b,-4,300,12,6000,2.674,74.27,4.30,4.85,True,70.0,True,2.18,True,True,0.7049,True
SG4b,-4,300,16,3000,3.438,190.99,4.30,4.85,True,186.7,True,1.41,True,True,0.7005,True
SG4b,-4,300,16,4500,3.438,127.32,4.30,4.85,True,123.0,True,1.41,True,True,0.7029,True
SG4b,-4,300,16,6000,3.438,95.49,4.30,4.85,True,91.2,True,1.41,True,True,0.7041,True
SG4b,-4,300,20,3000,4.202,233.43,4.30,4.85,True,229.1,True,0.65,True,True,0.6989,True
SG4b,-4,300,20,4500,4.202,155.62,4.30,4.85,True,151.3,True,0.65,True,True,0.7019,True
SG4b,-4,300,20,6000,4.202,116.71,4.30,4.85,True,112.4,True,0.65,True,True,0.7033,True
SG4b,-4,350,4,3000,0.982,54.57,4.30,4.85,True,50.3,True,3.87,True,True,0.7057,True
SG4b,-4,350,4,4500,0.982,36.38,4.30,4.85,True,32.1,True,3.87,True,True,0.7064,True
SG4b,-4,350,4,6000,0.982,27.28,4.30,4.85,True,23.0,True,3.87,True,True,0.7067,True
SG4b,-4,350,8,3000,1.637,90.95,4.30,4.85,True,86.6,True,3.21,True,True,0.7043,True
SG4b,-4,350,8,4500,1.637,60.63,4.30,4.85,True,56.3,True,3.21,True,True,0.7054,True
SG4b,-4,350,8,6000,1.637,45.47,4.30,4.85,True,41.2,True,3.21,True,True,0.7060,True
SG4b,-4,350,12,3000,2.292,127.32,4.30,4.85,True,123.0,True,2.56,True,True,0.7029,True
SG4b,-4,350,12,4500,2.292,84.88,4.30,4.85,True,80.6,True,2.56,True,True,0.7045,True
SG4b,-4,350,12,6000,2.292,63.66,4.30,4.85,True,59.4,True,2.56,True,True,0.7053,True
SG4b,-4,350,16,3000,2.947,163.70,4.30,4.85,True,159.4,True,1.90,True,True,0.7016,True
